q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,labels,quiz_num,business_and_communication_proba,math_sciences_and_engineering_proba,creative_arts_proba,social_sciences_proba,public_service_law_and_policy_proba
0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,"Math, Sciences, and Engineering",130,0.1,0.4714285714285714,0.07142857142857142,0.17142857142857143,0.18571428571428572
1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,Social Sciences,131,0.20634920634920634,0.30158730158730157,0.1111111111111111,0.23809523809523808,0.14285714285714285
0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,Social Sciences,132,0.20588235294117646,0.3627450980392157,0.06862745098039216,0.19607843137254902,0.16666666666666666
1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,"Public Service, Law, and Policy",133,0.1978021978021978,0.46153846153846156,0.03296703296703297,0.18681318681318682,0.12087912087912088
0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,"Math, Sciences, and Engineering",134,0.15789473684210525,0.5157894736842106,0.06315789473684211,0.11578947368421053,0.14736842105263157
1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,Social Sciences,135,0.17721518987341772,0.35443037974683544,0.10126582278481013,0.13924050632911392,0.22784810126582278
1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,Business and Communication,136,0.2857142857142857,0.23376623376623376,0.07792207792207792,0.2077922077922078,0.19480519480519481
1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,Social Sciences,137,0.29577464788732394,0.352112676056338,0.04225352112676056,0.08450704225352113,0.22535211267605634
1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,"Public Service, Law, and Policy",138,0.20202020202020202,0.45454545454545453,0.06060606060606061,0.1111111111111111,0.1717171717171717
1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,"Math, Sciences, and Engineering",139,0.19767441860465115,0.4883720930232558,0.046511627906976744,0.08139534883720931,0.18604651162790697
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Social Sciences,140,0.10714285714285714,0.35714285714285715,0.10714285714285714,0.10714285714285714,0.32142857142857145
0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,"Public Service, Law, and Policy",141,0.26865671641791045,0.3283582089552239,0.1044776119402985,0.07462686567164178,0.22388059701492538
1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,"Public Service, Law, and Policy",142,0.16455696202531644,0.4810126582278481,0.02531645569620253,0.08860759493670886,0.24050632911392406
0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,Social Sciences,143,0.15254237288135594,0.3389830508474576,0.03389830508474576,0.2542372881355932,0.22033898305084745
1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,Business and Communication,144,0.20253164556962025,0.3291139240506329,0.10126582278481013,0.20253164556962025,0.16455696202531644
1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,"Math, Sciences, and Engineering",145,0.24,0.3466666666666667,0.05333333333333334,0.22666666666666666,0.13333333333333333
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,"Public Service, Law, and Policy",146,0.18181818181818182,0.4090909090909091,0.06060606060606061,0.07575757575757576,0.2727272727272727
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,"Public Service, Law, and Policy",147,0.2638888888888889,0.4722222222222222,0.05555555555555555,0.027777777777777776,0.18055555555555555
1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,"Public Service, Law, and Policy",148,0.21428571428571427,0.2976190476190476,0.023809523809523808,0.23809523809523808,0.2261904761904762
0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,"Public Service, Law, and Policy",149,0.13513513513513514,0.40540540540540543,0.10810810810810811,0.17567567567567569,0.17567567567567569
1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,Social Sciences,150,0.29508196721311475,0.3442622950819672,0.01639344262295082,0.18032786885245902,0.16393442622950818
1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,Social Sciences,151,0.3333333333333333,0.2878787878787879,0.09090909090909091,0.19696969696969696,0.09090909090909091
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Business and Communication,152,0.3448275862068966,0.1896551724137931,0.05172413793103448,0.08620689655172414,0.3275862068965517
1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,Creative Arts,153,0.3076923076923077,0.2,0.12307692307692308,0.23076923076923078,0.13846153846153847
0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,"Math, Sciences, and Engineering",154,0.1188118811881188,0.4158415841584158,0.07920792079207921,0.1782178217821782,0.2079207920792079
0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,Social Sciences,155,0.2361111111111111,0.2916666666666667,0.06944444444444445,0.20833333333333334,0.19444444444444445
0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"Math, Sciences, and Engineering",156,0.17073170731707318,0.4634146341463415,0.17073170731707318,,0.1951219512195122
1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,"Math, Sciences, and Engineering",157,0.2073170731707317,0.3902439024390244,0.0975609756097561,0.2073170731707317,0.0975609756097561
1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,"Math, Sciences, and Engineering",158,0.20481927710843373,0.3253012048192771,0.060240963855421686,0.24096385542168675,0.1686746987951807
1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,Social Sciences,159,0.2073170731707317,0.3170731707317073,0.012195121951219513,0.24390243902439024,0.21951219512195122
